mention_a_id	mention_b_id	mention_a	mention_b	sim
61620_200811-428235-01	42710_200610-13633-02	the Turkish and Moroccan residents	the Bosnian Serbs	0.47768545
61620_200811-428235-01	41112_199012-126986-04	the Turkish and Moroccan residents	the people of Sudan	0.53737605
61620_200811-428235-01	42110_201309-16743-01	the Turkish and Moroccan residents	the historically settled peoples	0.4519849
32720_200804-287562-03	61620_201611-432426-02	the vast majority of Muslims	American Muslims	0.64184624
32720_200804-287562-03	11710_201409-399324-03	the vast majority of Muslims	the Balkan Muslims	0.518267
32720_200804-287562-03	61620_198411-412359-03	the vast majority of Muslims	Muslims in Germany	0.59717876
32720_200804-287562-03	21112_201405-82862-02	the vast majority of Muslims	The Iranian people	0.45944548
32720_200804-287562-03	21111_200706-59100-02	the vast majority of Muslims	Islamic youth	0.54836345
32720_200804-287562-03	83110_201103-196555-02	the vast majority of Muslims	Muslim peace judges	0.49678499
32720_200804-287562-03	51620_201005-237435-03	the vast majority of Muslims	the Pakistani people	0.5041004
21111_199906-39875-01	171101_200907-306046-02	the Slavic peoples	Kosovo Albanians	0.47305351
21111_199906-39875-01	61620_197211-403098-02	the Slavic peoples	Latvian youth	0.45987844
21111_199906-39875-01	51320_197006-219052-03	the Slavic peoples	the Armenian people	0.5497055
21111_199906-39875-01	43810_200710-103762-02	the Slavic peoples	the Estonians	0.4937361
21111_199906-39875-01	11710_201409-399324-03	the Slavic peoples	the Balkan Muslims	0.6054478
21111_199906-39875-01	21112_198510-27408-03	the Slavic peoples	Bulgarian Teachers	0.49893585
21111_199906-39875-01	41320_200209-139027-02	the Slavic peoples	the Bulgarian citizens	0.57450265
21111_199906-39875-01	86421_199805-257275-02	the Slavic peoples	the Bulgarian consumer	0.4643765
21111_199906-39875-01	51620_198306-224193-02	the Slavic peoples	Bulgarian entrepreneurs and	0.49094892
21111_199906-39875-01	23112_198406-291288-03	the Slavic peoples	Bulgarian families	0.55842686
21111_199906-39875-01	22110_199805-315304-02	the Slavic peoples	Croatian citizens	0.4731958
21111_199906-39875-01	42110_201309-16639-02	the Slavic peoples	The Croats	0.52578235
21111_199906-39875-01	92436_201110-364908-03	the Slavic peoples	the Finnish disadvantaged	0.45884138
21111_199906-39875-01	21112_201905-92010-02	the Slavic peoples	Inuit	0.45908207
21111_199906-39875-01	21112_201405-87176-02	the Slavic peoples	Polish athletes in	0.47241503
21111_199906-39875-01	21112_200305-54218-02	the Slavic peoples	Polish doctors	0.49603158
21111_199906-39875-01	21112_201405-87180-02	the Slavic peoples	important figures and breakthroughs in Polish history	0.50202566
21111_199906-39875-01	86110_201804-273656-02	the Slavic peoples	Polish scientists	0.505647
21111_199906-39875-01	42710_200610-13633-02	the Slavic peoples	the Bosnian Serbs	0.5317069
21111_199906-39875-01	41320_200909-147664-02	the Slavic peoples	professional members of the Slovenian Army	0.48116142
21111_199906-39875-01	51620_201505-241537-02	the Slavic peoples	the people of Belarus	0.61024606
21111_199906-39875-01	13730_201906-195727-01	the Slavic peoples	victims of Communism	0.4571879
21111_199906-39875-01	42110_201309-16743-01	the Slavic peoples	the historically settled peoples	0.48232055
21111_199906-39875-01	61620_200811-428235-01	the Slavic peoples	the Turkish and Moroccan residents	0.4534621
13951_197501-181596-01	61320_197211-401951-02	whites	Black children	0.61678773
13951_197501-181596-01	31720_200706-212642-02	whites	Black families	0.59224224
13951_197501-181596-01	21914_199505-38125-03	whites	black men	0.584099
13951_197501-181596-01	92436_201510-367389-03	whites	white women	0.6957948
13951_197501-181596-01	41113_201309-154789-02	whites	people of color	0.5713773
13951_197501-181596-01	61620_200411-424663-04	whites	the slaves	0.46079338
21914_199906-49602-01	82110_201310-117120-02	the best in the world	the best	0.67108357
21914_199906-49602-01	21112_201405-87374-02	the best in the world	The better-earned	0.45326203
21914_199906-49602-01	41320_200909-149043-01	the best in the world	the best doctors	0.46777427
21914_199906-49602-01	63110_201008-01016-01	the best in the world	the brightest and best	0.59726894
61320_201611-431325-01	14820_201104-201642-02	the best people in the world	Decent people	0.49662542
61320_201611-431325-01	82110_201310-117120-02	the best people in the world	the best	0.4792562
61320_201611-431325-01	64110_201409-354564-01	the best people in the world	the people who have power	0.49275175
61320_201611-431325-01	21112_201405-82306-01	the best people in the world	a great people	0.6500134
61320_201611-431325-01	21112_200706-65701-01	the best people in the world	courageous people	0.509102
61320_201611-431325-01	41320_200909-149043-01	the best people in the world	the best doctors	0.50171864
61320_201611-431325-01	86710_201404-272839-01	the best people in the world	the honourable citizens of our country	0.4536951
61320_201611-431325-01	63110_201008-01016-01	the best people in the world	the brightest and best	0.5363724
61320_201611-431325-01	22110_199405-314505-01	the best people in the world	the most important persons in the country	0.5918961
61320_201611-431325-01	12110_201309-342498-01	the best people in the world	people of all faiths	0.4790274
61320_201611-431325-01	21914_199906-49602-01	the best people in the world	the best in the world	0.75412416
61620_200411-425390-01	61620_199611-418884-02	the captive taxpayer, who has been working for years without obtaining any tax benefits or quality public services	the Belgian taxpayer	0.47236735
61620_200411-425390-01	97330_200410-384646-02	the captive taxpayer, who has been working for years without obtaining any tax benefits or quality public services	Finnish taxpayers	0.46735954
61620_200411-425390-01	22110_200611-321683-02	the captive taxpayer, who has been working for years without obtaining any tax benefits or quality public services	HOMELESS VETERANS	0.45519558
61620_200411-425390-01	41113_199809-133365-02	the captive taxpayer, who has been working for years without obtaining any tax benefits or quality public services	the Hungarian taxpayers	0.4528507
61620_200411-425390-01	11710_201809-401231-01	the captive taxpayer, who has been working for years without obtaining any tax benefits or quality public services	eligible persons	0.45455277
61620_197211-403316-01	21111_200706-58836-07	the primary population	the housing population	0.4710879
61620_197211-403316-01	21112_201405-79872-02	the primary population	8.5 million inhabitants	0.46978554
61620_197211-403316-01	41521_202109-178225-02	the primary population	The female population	0.57199705
61620_197211-403316-01	42110_201309-16622-01	the primary population	a generally declining population	0.5604625
61620_197211-403316-01	61620_198411-413069-02	the primary population	the population throughout the territory	0.51011264
61620_200011-421968-01	22730_201703-328325-03	the extreme left	Extreme	0.62162775
61620_200011-421968-01	97330_200410-385196-02	the extreme left	Liberal professionals	0.47902095
61620_200011-421968-01	41320_201709-167187-01	the extreme left	middle	0.46988288
61620_200011-421968-01	42420_200211-10914-02	the extreme left	The Moderates	0.540737
61620_200011-421968-01	22110_199405-313537-01	the extreme left	the left	0.7840986
61320_200811-426302-01	23113_200406-298099-01	the first	all of them	0.5056476
61320_200811-426302-01	22110_200205-318821-02	the first	the others	0.53168845
61320_200811-426302-01	61620_198011-408652-02	the first	The few	0.4785791
61320_200811-426302-01	41113_201709-165056-03	the first	The whole	0.4869253
61320_200811-426302-01	41113_199410-128585-02	the first	The former	0.59279394
61320_200811-426302-01	61320_197211-402586-02	the first	the little ones	0.4721262
61320_200811-426302-01	15111_201610-280755-01	the first	the murderer	0.49487737
61320_200811-426302-01	21914_200305-56160-01	the first	the existing	0.5361757
61320_200811-426302-01	11110_201809-399481-01	the first	the fourth	0.6633452
61320_200811-426302-01	51620_200106-232930-01	the first	the lowest	0.4780624
61320_200811-426302-01	61320_200411-423974-01	the first	the rest of	0.47082958
61320_200811-426302-01	31720_200706-212821-01	the first	the team	0.45640272
61320_198011-406704-01	51620_201505-242027-02	the first employee in the first year	hotel employee	0.46847096
61320_198011-406704-01	21112_200706-65267-01	the first employee in the first year	precarious employees	0.46403927
61320_200811-426492-01	22110_200205-318438-01	the first generation to feel the impact of the climate crisis	A climate-neutral society	0.5234809
61320_200811-426492-01	31720_200706-214225-01	the first generation to feel the impact of the climate crisis	children in crisis	0.4681882
61320_200811-426492-01	22722_201209-326315-01	the first generation to feel the impact of the climate crisis	people displaced by climate change	0.48832634
61320_200811-426492-01	92436_200710-361309-01	the first generation to feel the impact of the climate crisis	the climate scientists	0.5055762
63110_201905-03125-01	22110_200205-318438-01	victims of climate change	A climate-neutral society	0.60319346
63110_201905-03125-01	35120_201910-375440-02	victims of climate change	Those who cause environmental damage	0.64330935
63110_201905-03125-01	42110_200610-12884-02	victims of climate change	the environment	0.49437433
63110_201905-03125-01	41113_202109-173100-03	victims of climate change	environmental offenders	0.55230236
63110_201905-03125-01	92436_201510-366715-03	victims of climate change	the people whose lives are affected by crime	0.4567206
63110_201905-03125-01	61620_200411-424506-02	victims of climate change	Individuals who are jointly victims of a case of mass damage	0.48210394
63110_201905-03125-01	41521_200209-140491-02	victims of climate change	other victims of our colonial past	0.46474576
63110_201905-03125-01	14820_201104-201517-02	victims of climate change	People who become ill as a result of environmental pollution	0.5181059
63110_201905-03125-01	51620_197905-222701-02	victims of climate change	Stewards of our environment	0.53538656
63110_201905-03125-01	12951_201309-343770-02	victims of climate change	The survivors	0.47566164
63110_201905-03125-01	51951_201706-246732-01	victims of climate change	Victims of National Socialism	0.52465945
63110_201905-03125-01	51110_201505-239039-01	victims of climate change	victims of wars, environmental catastrophes, famine or persecution	0.6395771
63110_201905-03125-01	11620_199109-391188-01	victims of climate change	those who are threatened	0.45347857
63110_201905-03125-01	41113_201709-162441-01	victims of climate change	all volunteers in the environment and nature conservation	0.4641828
63110_201905-03125-01	22722_201209-326315-01	victims of climate change	people displaced by climate change	0.69785213
63110_201905-03125-01	92436_200710-361309-01	victims of climate change	the climate scientists	0.6534118
63110_201905-03125-01	61320_202011-434604-01	victims of climate change	conservationists	0.48081493
63110_201905-03125-01	41113_201709-162440-01	victims of climate change	the Members of the Green Ecologist	0.50604254
63110_201905-03125-01	41320_200509-143295-01	victims of climate change	survivors and their families	0.46079656
63110_201905-03125-01	13730_201906-195727-01	victims of climate change	victims of Communism	0.53505933
63110_201905-03125-01	11110_201409-396791-01	victims of climate change	victims of repression	0.5633407
63110_201905-03125-01	23113_200406-298294-01	victims of climate change	people who live environmentally friendly lives	0.5486377
63110_201905-03125-01	23112_198406-290580-01	victims of climate change	those who caused the damage	0.45954785
63110_201905-03125-01	61320_200811-426492-01	victims of climate change	the first generation to feel the impact of the climate crisis	0.633558
51951_200106-233493-01	41113_201309-155803-01	the heirs of the occupying countries during World War II	the heirs	0.46086627
61620_197211-404001-01	61320_201611-431137-04	the holders of popular election positions	Account holders	0.4789167
61620_197211-404001-01	61320_202011-434723-02	the holders of popular election positions	Americans of every political stripe	0.45458505
61620_197211-404001-01	92436_201910-370091-02	the holders of popular election positions	money holders	0.45791483
61620_197211-404001-01	41320_202109-176023-02	the holders of popular election positions	local executive presidents	0.46693927
61620_197211-404001-01	62110_200810-96923-02	the holders of popular election positions	the members of the coalition	0.47479135
